"fips","location","population","density"
"40105","Nowata County, Oklahoma",10076,17.807863609
"40115","Ottawa County, Oklahoma",31127,66.11277109
"40131","Rogers County, Oklahoma",92459,136.84777519
"40135","Sequoyah County, Oklahoma",41569,61.72325706
"40145","Wagoner County, Oklahoma",81289,144.72435257
"40003","Alfalfa County, Oklahoma",5702,6.5800034933
"40151","Woods County, Oklahoma",8793,6.8350182087
"40015","Caddo County, Oklahoma",28762,22.509817603
"40027","Cleveland County, Oklahoma",284014,527.13525714
"40101","Muskogee County, Oklahoma",67997,83.882314103
"40107","Okfuskee County, Oklahoma",11993,19.392154847
"40005","Atoka County, Oklahoma",13758,14.104314454
"40013","Bryan County, Oklahoma",47995,53.077612087
"41061","Union County, Oregon",26835,13.174169677
"41047","Marion County, Oregon",347818,294.62141393
"41029","Jackson County, Oregon",220944,79.383302602
"41019","Douglas County, Oregon",110980,22.038774258
"41023","Grant County, Oregon",7199,1.5899583374
"41031","Jefferson County, Oregon",24658,13.835407554
"41053","Polk County, Oregon",86085,116.18606273
"41005","Clackamas County, Oregon",418187,223.54826862
"41017","Deschutes County, Oregon",197692,65.512630726
"41043","Linn County, Oregon",129749,56.72720331
"41057","Tillamook County, Oregon",27036,24.525359167
"41071","Yamhill County, Oregon",107100,149.60215985
"41001","Baker County, Oregon",16124,5.2555982087
"41033","Josephine County, Oregon",87487,53.389719869
"41035","Klamath County, Oregon",68238,11.482571274
"41059","Umatilla County, Oregon",77950,24.242337186
"41041","Lincoln County, Oregon",49962,50.929541696
"41003","Benton County, Oregon",93053,137.81919361
"41009","Columbia County, Oregon",52354,79.551515045
"41013","Crook County, Oregon",24404,8.1922054821
"41055","Sherman County, Oregon",1780,2.1612053087
"41065","Wasco County, Oregon",26682,11.20557837
"41025","Harney County, Oregon",7393,0.7294928415
"41039","Lane County, Oregon",382067,83.859255658
"41045","Malheur County, Oregon",30571,3.0918178105
"41063","Wallowa County, Oregon",7208,2.2912384394
"41067","Washington County, Oregon",601592,830.61446109
"41069","Wheeler County, Oregon",1332,0.7762140631
"41049","Morrow County, Oregon",11603,5.7142735901
"41007","Clatsop County, Oregon",40224,48.571508088
"41011","Coos County, Oregon",64487,40.403599241
"41015","Curry County, Oregon",22925,14.078396693
"41021","Gilliam County, Oregon",1912,1.5870889458
"41027","Hood River County, Oregon",23382,44.785494437
"41037","Lake County, Oregon",7869,0.9668739251
"41051","Multnomah County, Oregon",812855,1885.5092324
"42103","Pike County, Pennsylvania",55809,102.40925076
"42109","Snyder County, Pennsylvania",40372,122.79216121
"42115","Susquehanna County, Pennsylvania",40328,48.971707315
"42039","Crawford County, Pennsylvania",84629,83.600582285
"42049","Erie County, Pennsylvania",269728,337.55736828
"42057","Fulton County, Pennsylvania",14530,33.207529634
"42067","Juniata County, Pennsylvania",24763,63.269337766
"42107","Schuylkill County, Pennsylvania",141359,181.548044
"42131","Wyoming County, Pennsylvania",26794,67.438935335
"42001","Adams County, Pennsylvania",103009,198.59524445
"42005","Armstrong County, Pennsylvania",64735,99.105781763
"42035","Clinton County, Pennsylvania",38632,43.505279213
"42025","Carbon County, Pennsylvania",64182,168.34632481
"42027","Centre County, Pennsylvania",162385,146.4651832
"42097","Northumberland County, Pennsylvania",90843,198.34400703
"42095","Northampton County, Pennsylvania",305285,825.58117284
"42023","Cameron County, Pennsylvania",4447,11.223253065
"42121","Venango County, Pennsylvania",50668,75.143362613
"42007","Beaver County, Pennsylvania",163929,377.09710119
"42017","Bucks County, Pennsylvania",628270,1039.4906596
"42069","Lackawanna County, Pennsylvania",209674,457.0334112
"42077","Lehigh County, Pennsylvania",369318,1069.5744582
"42083","McKean County, Pennsylvania",40625,41.48873934
"42051","Fayette County, Pennsylvania",129274,163.56471524
"42031","Clarion County, Pennsylvania",38438,63.974267484
"42091","Montgomery County, Pennsylvania",830915,1720.4403096
"42033","Clearfield County, Pennsylvania",79255,69.237526374
"42059","Greene County, Pennsylvania",36233,62.911894676
"42075","Lebanon County, Pennsylvania",141793,391.89646274
"42081","Lycoming County, Pennsylvania",113299,92.205620026
"42079","Luzerne County, Pennsylvania",317417,356.66195853
"42093","Montour County, Pennsylvania",18230,139.9697778
"42123","Warren County, Pennsylvania",39191,44.326762049
"42037","Columbia County, Pennsylvania",64964,134.50285088
"42019","Butler County, Pennsylvania",187853,237.92159069
"42047","Elk County, Pennsylvania",29910,36.150608763
"42065","Jefferson County, Pennsylvania",43425,66.558315824
"42071","Lancaster County, Pennsylvania",545724,578.1440906
"42085","Mercer County, Pennsylvania",109424,162.70848002
"42099","Perry County, Pennsylvania",46272,83.909955336
"42105","Potter County, Pennsylvania",16526,15.28313493
"42113","Sullivan County, Pennsylvania",6066,13.481806501
"42117","Tioga County, Pennsylvania",40591,35.801696889
"44005","Newport County, Rhode Island",82082,801.28864723
"44003","Kent County, Rhode Island",164292,974.64998975
"44007","Providence County, Rhode Island",638931,1560.3245879
"44001","Bristol County, Rhode Island",48479,2008.8848537
"44009","Washington County, Rhode Island",125577,381.3700942
"45003","Aiken County, South Carolina",170872,159.59199841
"45005","Allendale County, South Carolina",8688,21.289388396
"45071","Newberry County, South Carolina",38440,61.011636582
"45037","Edgefield County, South Carolina",27260,54.43875086
"45023","Chester County, South Carolina",32244,55.529790138
"45027","Clarendon County, South Carolina",33745,55.596729559
"45029","Colleton County, South Carolina",37677,35.662753112
"45067","Marion County, South Carolina",30657,62.660178447
"45085","Sumter County, South Carolina",106721,160.46489451
"45063","Lexington County, South Carolina",298750,427.40105136
"45073","Oconee County, South Carolina",79546,126.96524257
"45011","Barnwell County, South Carolina",20866,38.05032877
"45015","Berkeley County, South Carolina",227907,206.4992844
"45019","Charleston County, South Carolina",411406,448.18214778
"45031","Darlington County, South Carolina",66618,118.83322041
"45043","Georgetown County, South Carolina",62680,77.012500863
"45069","Marlboro County, South Carolina",26118,54.426815956
"45091","York County, South Carolina",280979,412.7959259
"45007","Anderson County, South Carolina",202558,283.75304725
"45021","Cherokee County, South Carolina",57300,145.67691039
"45025","Chesterfield County, South Carolina",45650,57.134944108
"45047","Greenwood County, South Carolina",70811,155.72329979
"45053","Jasper County, South Carolina",30073,45.901637101
"45051","Horry County, South Carolina",354081,312.51662259
"45055","Kershaw County, South Carolina",66551,91.590862268
"45061","Lee County, South Carolina",16828,41.025462569
"45075","Orangeburg County, South Carolina",86175,77.891551197
"45083","Spartanburg County, South Carolina",319785,395.89874684
"45001","Abbeville County, South Carolina",24527,49.909760456
"45009","Bamberg County, South Carolina",14066,35.757981075
"45013","Beaufort County, South Carolina",192122,333.45829391
"45017","Calhoun County, South Carolina",14553,38.181620933
"45033","Dillon County, South Carolina",30479,75.244323087
"45081","Saluda County, South Carolina",20473,45.19917996
"45079","Richland County, South Carolina",415759,548.98298233
"45039","Fairfield County, South Carolina",22347,32.561333629
"45049","Hampton County, South Carolina",19222,34.326551968
"45045","Greenville County, South Carolina",523542,666.82074767
"45057","Lancaster County, South Carolina",98012,178.50602283
"45035","Dorchester County, South Carolina",162809,286.33614908
"45041","Florence County, South Carolina",138293,172.75603372
"45059","Laurens County, South Carolina",67493,94.559181937
"45065","McCormick County, South Carolina",9463,26.349854655
"45077","Pickens County, South Carolina",126884,255.31145916
"45087","Union County, South Carolina",27316,53.126302935
"45089","Williamsburg County, South Carolina",30368,32.508156833
"46003","Aurora County, South Dakota",2751,3.8830703924
"46051","Grant County, South Dakota",7052,10.348580642
"46123","Tripp County, South Dakota",5441,3.374351016
"46085","Lyman County, South Dakota",3781,2.3024741446
"46137","Ziebach County, South Dakota",2756,1.4052331729
"46039","Deuel County, South Dakota",4351,6.986879309
"46115","Spink County, South Dakota",6376,4.2407384952
"46009","Bon Homme County, South Dakota",6901,12.245598379
"46015","Brule County, South Dakota",5297,6.4815654303
"46011","Brookings County, South Dakota",35077,44.276484068
"46047","Fall River County, South Dakota",6713,3.8582917107
"46053","Gregory County, South Dakota",4185,4.1233571912
"46057","Hamlin County, South Dakota",6164,12.158786094
"46071","Jackson County, South Dakota",3344,1.7941044306
"46099","Minnehaha County, South Dakota",193134,239.37250132
"46033","Custer County, South Dakota",8972,5.7625602343
"46069","Hyde County, South Dakota",1301,1.5116843566
"46025","Clark County, South Dakota",3736,3.9014054697
"46049","Faulk County, South Dakota",2299,2.3418758909
"46067","Hutchinson County, South Dakota",7291,8.9678730152
"46077","Kingsbury County, South Dakota",4939,5.9346082998
"46129","Walworth County, South Dakota",5435,7.6695990747
"46017","Buffalo County, South Dakota",1962,4.1620245314
"46027","Clay County, South Dakota",14070,34.147945066
"46037","Day County, South Dakota",5424,5.2737273882
"46041","Dewey County, South Dakota",5892,2.5589705808
"46043","Douglas County, South Dakota",2921,6.7646941259
"46063","Harding County, South Dakota",1298,0.4858567019
"46065","Hughes County, South Dakota",17526,23.63501052
"46089","McPherson County, South Dakota",2379,2.0930046666
"46109","Roberts County, South Dakota",10394,9.4400913755
"46111","Sanborn County, South Dakota",2344,4.1177106828
"46119","Sully County, South Dakota",1391,1.3817111662
"46083","Lincoln County, South Dakota",61128,105.88729235
"46059","Hand County, South Dakota",3191,2.2211399913
"46079","Lake County, South Dakota",12797,22.734403826
"46081","Lawrence County, South Dakota",25844,32.302864805
"46135","Yankton County, South Dakota",22814,43.772977624
"46029","Codington County, South Dakota",28009,40.735323883
"46005","Beadle County, South Dakota",18453,14.660260714
"46019","Butte County, South Dakota",10429,4.6350751486
"46031","Corson County, South Dakota",4086,1.6544558133
"46035","Davison County, South Dakota",19775,45.393685402
"46045","Edmunds County, South Dakota",3829,3.4005912475
"46021","Campbell County, South Dakota",1376,1.875485167
"46073","Jerauld County, South Dakota",2013,3.8260312882
"46007","Bennett County, South Dakota",3365,2.8405212241
"46055","Haakon County, South Dakota",1899,1.0488576792
"46117","Stanley County, South Dakota",3098,2.1447881755
"46075","Jones County, South Dakota",903,0.9312427751
"46093","Meade County, South Dakota",28332,8.1626446059
"46107","Potter County, South Dakota",2153,2.5001806169
"46125","Turner County, South Dakota",8384,13.586920554
"46013","Brown County, South Dakota",38839,22.67268587
"46023","Charles Mix County, South Dakota",9292,8.4666060845
"46061","Hanson County, South Dakota",3453,7.9454800548
"46087","McCook County, South Dakota",5586,9.7282275943
"46091","Marshall County, South Dakota",4935,5.88816908
"46095","Mellette County, South Dakota",2061,1.576501095
"46101","Moody County, South Dakota",6576,12.661166272
"46105","Perkins County, South Dakota",2865,0.9980978405
"46103","Pennington County, South Dakota",113775,40.973936642
"46121","Todd County, South Dakota",10177,7.3289882057
"46127","Union County, South Dakota",15932,34.577896105
"46097","Miner County, South Dakota",2216,3.8865583774
"46102","Oglala Lakota County, South Dakota",14177,6.7715855051
"05089","Marion County, Arkansas",16694,27.96517883
"05097","Montgomery County, Arkansas",8986,11.521687699
"05127","Scott County, Arkansas",10281,11.521057496
"05129","Searcy County, Arkansas",7881,11.833169823
"05131","Sebastian County, Arkansas",127827,240.65234879
"05033","Crawford County, Arkansas",63257,106.53503309
"05007","Benton County, Arkansas",279141,329.21407866
"05017","Chicot County, Arkansas",10118,15.693465327
"05059","Hot Spring County, Arkansas",33771,54.886284961
"05071","Johnson County, Arkansas",26578,40.279389752
"05077","Lee County, Arkansas",8857,14.697457631
"05087","Madison County, Arkansas",16576,19.869131375
"05041","Desha County, Arkansas",11361,14.790360066
"05049","Fulton County, Arkansas",12477,20.183176572
"05061","Howard County, Arkansas",13202,22.430767562
"05051","Garland County, Arkansas",99386,146.66939609
"21055","Crittenden County, Kentucky",8806,24.463610457
"21067","Fayette County, Kentucky",323152,1139.3160414
"21075","Fulton County, Kentucky",5969,28.985406862
"21115","Johnson County, Kentucky",22188,84.698486295
"21119","Knott County, Kentucky",14806,42.120167308
"21165","Menifee County, Kentucky",6489,31.873634579
"21175","Morgan County, Kentucky",13309,34.920123
"21177","Muhlenberg County, Kentucky",30622,65.521513397
"21193","Perry County, Kentucky",25758,75.825729411
"21199","Pulaski County, Kentucky",64979,98.690719695
"21237","Wolfe County, Kentucky",7157,32.213986273
"21051","Clay County, Kentucky",19901,42.406022304
"21001","Adair County, Kentucky",19202,47.37865372
"21013","Bell County, Kentucky",26032,72.500062436
"21025","Breathitt County, Kentucky",12630,25.649019893
"21057","Cumberland County, Kentucky",6614,21.671344299
"21083","Graves County, Kentucky",37266,67.540731704
"21099","Hart County, Kentucky",19035,46.138540653
"21129","Lee County, Kentucky",7403,35.444976907
"21031","Butler County, Kentucky",12879,30.225899168
"21223","Trimble County, Kentucky",8471,55.859628715
"21061","Edmonson County, Kentucky",12150,40.114242823
"21097","Harrison County, Kentucky",18886,61.635932237
"21105","Hickman County, Kentucky",4380,18.078669234
"21023","Bracken County, Kentucky",8303,40.958662161
"21143","Lyon County, Kentucky",8210,38.392804494
"21179","Nelson County, Kentucky",46233,110.73296762
"21231","Wayne County, Kentucky",20333,44.377379779
"21135","Lewis County, Kentucky",13275,27.493606166
"21155","Marion County, Kentucky",19273,56.183317457
"21221","Trigg County, Kentucky",14651,33.180015672
"21239","Woodford County, Kentucky",26734,140.62281054
"21015","Boone County, Kentucky",133581,542.38531809
"21131","Leslie County, Kentucky",9877,24.639918954
"21113","Jessamine County, Kentucky",54115,314.32036792
"21121","Knox County, Kentucky",31145,80.622996485
"21127","Lawrence County, Kentucky",15317,36.85553218
"21133","Letcher County, Kentucky",21553,63.779411427
"21139","Livingston County, Kentucky",9194,29.361760703
"21145","McCracken County, Kentucky",65418,263.01498592
"21195","Pike County, Kentucky",57876,73.565241763
"21211","Shelby County, Kentucky",49024,129.08719229
"21235","Whitley County, Kentucky",36264,82.826507636
"21005","Anderson County, Kentucky",22747,112.51640885
"21027","Breckinridge County, Kentucky",20477,35.93680081
"21071","Floyd County, Kentucky",35589,90.492274834
"21073","Franklin County, Kentucky",50991,245.33658255
"21117","Kenton County, Kentucky",166998,1041.8475561
"21147","McCreary County, Kentucky",17231,40.372181305
"21151","Madison County, Kentucky",92987,212.61316277
"21153","Magoffin County, Kentucky",12161,39.426904824
"21169","Metcalfe County, Kentucky",10071,34.77065823
"21189","Owsley County, Kentucky",4415,22.36465182
"21205","Rowan County, Kentucky",24460,87.407174054
"21213","Simpson County, Kentucky",18572,79.297915882
"21217","Taylor County, Kentucky",25769,96.741848124
"21049","Clark County, Kentucky",36263,143.62305774
"21219","Todd County, Kentucky",12294,32.827507186
"21039","Carlisle County, Kentucky",4760,25.126690865
"21041","Carroll County, Kentucky",10631,82.686200199
"21053","Clinton County, Kentucky",10218,51.802218299
"21065","Estill County, Kentucky",14106,55.734273251
"21077","Gallatin County, Kentucky",8869,90.186591437
"22083","Richland Parish, Louisiana",20122,36.208352152
"22099","St. Martin Parish, Louisiana",53431,72.476146902
"22115","Vernon Parish, Louisiana",47429,35.71682519
"22127","Winn Parish, Louisiana",13904,14.634460857
"22033","East Baton Rouge Parish, Louisiana",440059,966.32950896
"22085","Sabine Parish, Louisiana",23884,27.558702689
"22003","Allen Parish, Louisiana",25627,33.639535385
"22065","Madison Parish, Louisiana",10951,17.538307858
"22053","Jefferson Davis Parish, Louisiana",31368,48.157393219
"22093","St. James Parish, Louisiana",21096,86.871546668
"22043","Grant Parish, Louisiana",22389,34.818184216
"22125","West Feliciana Parish, Louisiana",15568,38.599771755
"22051","Jefferson Parish, Louisiana",432493,1462.6262651
"22011","Beauregard Parish, Louisiana",37497,32.398662514
"22013","Bienville Parish, Louisiana",13241,16.321107385
"22015","Bossier Parish, Louisiana",127039,151.18027749
"22023","Cameron Parish, Louisiana",6973,5.4270110836
"22037","East Feliciana Parish, Louisiana",19135,42.203110874
"22095","St. John the Baptist Parish, Louisiana",42837,199.87405514
"22075","Plaquemines Parish, Louisiana",23197,29.728545536
"22073","Ouachita Parish, Louisiana",153279,251.1116736
"22079","Rapides Parish, Louisiana",129648,98.192567737
"22117","Washington Parish, Louisiana",46194,68.987873431
"22097","St. Landry Parish, Louisiana",82124,88.887185914
"22105","Tangipahoa Parish, Louisiana",134758,170.29739933
"22001","Acadia Parish, Louisiana",62045,94.700707541
"22101","St. Mary Parish, Louisiana",49348,88.821794421
"22123","West Carroll Parish, Louisiana",10830,30.112950416
"22103","St. Tammany Parish, Louisiana",260419,308.11584066
"22111","Union Parish, Louisiana",22108,25.210420188
"22021","Caldwell Parish, Louisiana",9918,18.731242309
"22017","Caddo Parish, Louisiana",240204,273.24871047
"22035","East Carroll Parish, Louisiana",6861,16.308225429
"22005","Ascension Parish, Louisiana",126604,436.47087276
"22055","Lafayette Parish, Louisiana",244390,909.31982202
"22039","Evangeline Parish, Louisiana",33395,50.416623482
"22045","Iberia Parish, Louisiana",69830,121.63527746
"22061","Lincoln Parish, Louisiana",46742,99.0838206
"22087","St. Bernard Parish, Louisiana",47244,125.14573935
"22091","St. Helena Parish, Louisiana",10132,24.808505345
"22119","Webster Parish, Louisiana",38340,64.634343586
"22121","West Baton Rouge Parish, Louisiana",26465,137.55753053
"22031","De Soto Parish, Louisiana",27463,31.335221614
"22047","Iberville Parish, Louisiana",32511,52.553244991
"22081","Red River Parish, Louisiana",8442,21.696681573
"22063","Livingston Parish, Louisiana",140789,217.20879605
"22067","Morehouse Parish, Louisiana",24874,31.290791313
"22069","Natchitoches Parish, Louisiana",38158,30.470948387
"22071","Orleans Parish, Louisiana",390144,2302.6374138
"22109","Terrebonne Parish, Louisiana",110461,89.818254816
"22025","Catahoula Parish, Louisiana",9494,13.409082383
"22019","Calcasieu Parish, Louisiana",203436,191.17170445
"22027","Claiborne Parish, Louisiana",15670,20.758316811
"22041","Franklin Parish, Louisiana",20015,32.04486506
"22009","Avoyelles Parish, Louisiana",40144,48.247980919
"22007","Assumption Parish, Louisiana",21891,64.647079959
"22049","Jackson Parish, Louisiana",15744,27.660580746
"22077","Pointe Coupee Parish, Louisiana",21730,38.99722052
"22113","Vermilion Parish, Louisiana",59511,50.724849878
"22089","St. Charles Parish, Louisiana",53100,191.17851703
"22057","Lafourche Parish, Louisiana",97614,91.368110492
"22029","Concordia Parish, Louisiana",19259,27.632032472
"22107","Tensas Parish, Louisiana",4334,7.1899664276
"22059","LaSalle Parish, Louisiana",14892,23.839232775
"23017","Oxford County, Maine",57975,27.913480483
"23015","Lincoln County, Maine",34634,75.973982205
"23027","Waldo County, Maine",39715,54.406293707
"23019","Penobscot County, Maine",152148,44.786332683
"23021","Piscataquis County, Maine",16785,4.2375349874
"23001","Androscoggin County, Maine",108277,231.38475747
"23003","Aroostook County, Maine",67055,10.051576727
"23029","Washington County, Maine",31379,12.244379978
"23005","Cumberland County, Maine",295003,352.89761995
"23013","Knox County, Maine",39772,108.92385888
"23023","Sagadahoc County, Maine",35856,141.18140766
"23031","York County, Maine",207641,209.51068713
"23011","Kennebec County, Maine",122302,140.98712851
"23007","Franklin County, Maine",30199,17.795475907
"23025","Somerset County, Maine",50484,12.864516179
"23009","Hancock County, Maine",54987,34.645644241
"24047","Worcester County, Maryland",52276,111.60503213
"24510","Baltimore city, Maryland",593490,7331.86199
"24039","Somerset County, Maryland",25616,80.112913384
"24041","Talbot County, Maryland",37181,138.44689006
"24025","Harford County, Maryland",255441,584.36625333
"24001","Allegany County, Maryland",70416,166.78822935
"24027","Howard County, Maryland",325690,1297.8389407
"24033","Prince George's County, Maryland",909327,1884.0230157
"24003","Anne Arundel County, Maryland",579234,1396.3829343
"24005","Baltimore County, Maryland",827370,1382.729562
"24021","Frederick County, Maryland",259547,392.93959344
"24009","Calvert County, Maryland",92525,434.00050012
"24023","Garrett County, Maryland",29014,44.700376478
"24029","Kent County, Maryland",19422,70.106751946
"24031","Montgomery County, Maryland",1050688,2130.9408448
"24013","Carroll County, Maryland",168447,376.30966539
"24035","Queen Anne's County, Maryland",50381,135.54566935
"24037","St. Mary's County, Maryland",113510,316.45080426
"24017","Charles County, Maryland",163257,356.61443653
"24019","Dorchester County, Maryland",31929,59.044178964
"24043","Washington County, Maryland",151049,329.96899188
"24045","Wicomico County, Maryland",103609,276.71828694
"24015","Cecil County, Maryland",102855,297.01220814
"24011","Caroline County, Maryland",33406,104.57619239
"25025","Suffolk County, Massachusetts",803907,13801.32086
"25001","Barnstable County, Massachusetts",212990,540.28526702
"25007","Dukes County, Massachusetts",17332,167.93707063
"25017","Middlesex County, Massachusetts",1611699,1970.6497636
"25003","Berkshire County, Massachusetts",124944,134.8010402
"25005","Bristol County, Massachusetts",565217,1021.8915565
"25013","Hampden County, Massachusetts",466372,755.86978552
"25023","Plymouth County, Massachusetts",521202,791.40182088
"25009","Essex County, Massachusetts",789034,1602.0491904
"25011","Franklin County, Massachusetts",70180,100.37204203
"05065","Izard County, Arkansas",13629,23.474179931
"05063","Independence County, Arkansas",37825,49.507557221
"05079","Lincoln County, Arkansas",13024,23.193334411
"05083","Logan County, Arkansas",21466,30.307569482
"05053","Grant County, Arkansas",18265,28.908936635
"05035","Crittenden County, Arkansas",47955,78.565511162
"05047","Franklin County, Arkansas",17715,29.095918425
"05045","Faulkner County, Arkansas",126007,194.46828522
"05109","Pike County, Arkansas",10718,17.84474605
"05069","Jefferson County, Arkansas",66824,76.80457988
"25021","Norfolk County, Massachusetts",706775,1784.3023037
"25027","Worcester County, Massachusetts",830622,549.84556659
"25015","Hampshire County, Massachusetts",160830,305.04380266
"25019","Nantucket County, Massachusetts",11399,246.91891744
"26033","Chippewa County, Michigan",37349,23.964595127
"26115","Monroe County, Michigan",150500,273.96005418
"26005","Allegan County, Michigan",118081,143.08457611
"26125","Oakland County, Michigan",1257584,1450.2364112
"26059","Hillsdale County, Michigan",45605,76.243131424
"26003","Alger County, Michigan",9108,9.9537353438
"26121","Muskegon County, Michigan",173566,344.43604061
"26127","Oceana County, Michigan",26467,49.186194688
"26089","Leelanau County, Michigan",21761,62.675826362
"26087","Lapeer County, Michigan",87607,135.40872699
"26035","Clare County, Michigan",30950,54.840333774
"26151","Sanilac County, Michigan",41170,42.770877467
"26083","Keweenaw County, Michigan",2116,3.9177069113
"26073","Isabella County, Michigan",69872,122.00482816
"26131","Ontonagon County, Michigan",5720,4.363156261
"26139","Ottawa County, Michigan",291830,517.87771245
"26157","Tuscola County, Michigan",52245,64.924742237
"26001","Alcona County, Michigan",10405,15.422689479
"26007","Alpena County, Michigan",28405,49.670674998
"26067","Ionia County, Michigan",64697,113.24134529
"26079","Kalkaska County, Michigan",18038,32.225470771
"26111","Midland County, Michigan",83156,161.06787449
"26021","Berrien County, Michigan",153401,270.17675623
"26129","Ogemaw County, Michigan",20997,37.261542518
"26135","Oscoda County, Michigan",8241,14.568469737
"26165","Wexford County, Michigan",33631,59.531806221
"26039","Crawford County, Michigan",14029,25.213726526
"26037","Clinton County, Michigan",79595,140.52327145
"26043","Dickinson County, Michigan",25239,33.167855677
"26057","Gratiot County, Michigan",40711,71.626301081
"26063","Huron County, Michigan",30981,37.057663334
"26065","Ingham County, Michigan",292406,525.85045211
"26091","Lenawee County, Michigan",98451,131.33472315
"26105","Mason County, Michigan",29144,58.880195562
"26109","Menominee County, Michigan",22780,21.819069668
"26117","Montcalm County, Michigan",63888,90.579015271
"26113","Missaukee County, Michigan",15118,26.767574969
"26149","St. Joseph County, Michigan",60964,121.78295348
"26147","St. Clair County, Michigan",159128,220.60178088
"26159","Van Buren County, Michigan",75677,124.50408739
"26161","Washtenaw County, Michigan",367601,520.70814112
"26011","Arenac County, Michigan",14883,40.979861816
"26015","Barry County, Michigan",61550,111.28294415
"26027","Cass County, Michigan",51787,105.66504405
"26071","Iron County, Michigan",11066,9.490587191
"26019","Benzie County, Michigan",17766,55.571165291
"26143","Roscommon County, Michigan",24019,46.199560286
"26153","Schoolcraft County, Michigan",8094,6.906872066
"26163","Wayne County, Michigan",1749343,2859.4342735
"26023","Branch County, Michigan",43517,85.931712323
"26055","Grand Traverse County, Michigan",93088,200.47545154
"26075","Jackson County, Michigan",158510,225.83595663
"26097","Mackinac County, Michigan",10799,10.567935077
"26049","Genesee County, Michigan",405813,637.13419012
"26009","Antrim County, Michigan",23324,49.033075604
"26061","Houghton County, Michigan",35684,35.362183822
"26093","Livingston County, Michigan",191995,339.66252777
"26069","Iosco County, Michigan",25127,45.759969596
"26085","Lake County, Michigan",11853,20.882984645
"26101","Manistee County, Michigan",24558,45.282773084
"26119","Montmorency County, Michigan",9328,17.063162454
"26141","Presque Isle County, Michigan",12592,19.115942156
"26051","Gladwin County, Michigan",25449,50.716810984
"26077","Kalamazoo County, Michigan",265066,471.66376213
"26107","Mecosta County, Michigan",43453,78.275742221
"26103","Marquette County, Michigan",66699,36.869719957
"26123","Newaygo County, Michigan",48980,58.386910952
"26133","Osceola County, Michigan",23460,41.427818302
"26137","Otsego County, Michigan",24668,47.898433306
"26025","Calhoun County, Michigan",134159,189.95680754
"26031","Cheboygan County, Michigan",25276,35.337490386
"26095","Luce County, Michigan",6229,6.9282314995
"26081","Kent County, Michigan",656955,773.91239313
"26099","Macomb County, Michigan",873972,1823.920056
"26145","Saginaw County, Michigan",190539,237.96434236
"26155","Shiawassee County, Michigan",68122,128.29983954
"26013","Baraga County, Michigan",8209,9.1370837718
"26017","Bay County, Michigan",103126,233.18956032
"26029","Charlevoix County, Michigan",26143,62.793990963
"26045","Eaton County, Michigan",110268,191.70294512
"26041","Delta County, Michigan",35784,30.555858501
"26053","Gogebic County, Michigan",13975,12.679928117
"26047","Emmet County, Michigan",33415,71.472800946
"27071","Koochiching County, Minnesota",12229,3.9388267141
"27093","Meeker County, Minnesota",23222,38.189705925
"27097","Morrison County, Minnesota",33386,29.673957249
"27113","Pennington County, Minnesota",14119,22.898980351
"27131","Rice County, Minnesota",66972,135.06823581
"27147","Steele County, Minnesota",36649,85.300632675
"27167","Wilkin County, Minnesota",6207,8.2649846965
"27125","Red Lake County, Minnesota",4055,9.3777358222
"27001","Aitkin County, Minnesota",15886,8.7199594104
"27027","Clay County, Minnesota",64222,61.444800031
"27043","Faribault County, Minnesota",13653,19.162700747
"27101","Murray County, Minnesota",8194,11.628222942
"27045","Fillmore County, Minnesota",21067,24.459645838
"27067","Kandiyohi County, Minnesota",43199,54.176025838
"27075","Lake County, Minnesota",10641,5.0448831546
"27119","Polk County, Minnesota",31364,15.912147979
"27133","Rock County, Minnesota",9315,19.307375141
"27135","Roseau County, Minnesota",15165,9.0720458901
"27143","Sibley County, Minnesota",14865,25.244790028
"27155","Traverse County, Minnesota",3259,5.6789691015
"27165","Watonwan County, Minnesota",10897,25.053207396
"27005","Becker County, Minnesota",34423,26.175510045
"27053","Hennepin County, Minnesota",1265843,2285.5562907
"27011","Big Stone County, Minnesota",4991,9.9984632989
"27015","Brown County, Minnesota",25008,40.922298487
"27023","Chippewa County, Minnesota",11800,20.303369878
"27021","Cass County, Minnesota",29779,14.731333366
"27029","Clearwater County, Minnesota",8818,8.8283642409
"27049","Goodhue County, Minnesota",46340,61.239035106
"27057","Hubbard County, Minnesota",21491,23.208260523
"27059","Isanti County, Minnesota",40596,93.165624485
"27063","Jackson County, Minnesota",9846,14.0062449
"27091","Martin County, Minnesota",19683,27.631827386
"27099","Mower County, Minnesota",40062,56.319970769
"27105","Nobles County, Minnesota",21629,30.246431716
"27115","Pine County, Minnesota",29579,20.958857302
"27109","Olmsted County, Minnesota",158293,242.17997944
"27141","Sherburne County, Minnesota",97238,224.61508106
"27159","Wadena County, Minnesota",13682,25.512945268
"27009","Benton County, Minnesota",40889,100.14532941
"27019","Carver County, Minnesota",105089,296.69689409
"27047","Freeborn County, Minnesota",30281,42.815422596
"27061","Itasca County, Minnesota",45130,16.919592696
"27085","McLeod County, Minnesota",35893,73.029528206
"27121","Pope County, Minnesota",11249,16.801327639
"01099","Monroe County, Alabama",20733,20.214129306
"01079","Lawrence County, Alabama",32924,47.668661758
"01081","Lee County, Alabama",164542,270.83432209
"01093","Marion County, Alabama",29709,40.020627603
